RS8wNQXMQ4K9XGr5ifkcvA,5,Sweetie Pie’s,"{""id"": ""CBrtAgQy65aBkvPWJbrMqA"", ""alias"": ""sweetie-pies-placerville-2"", ""name"": ""Sweetie Pie's"", ""image_url"": ""https://s3-media2.fl.yelpcdn.com/bphoto/Kohy7XnSCDsz3EYZUtfFZg/o.jpg"", ""is_claimed"": true, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/sweetie-pies-placerville-2?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+15306420128"", ""display_phone"": ""(530) 642-0128"", ""review_count"": 810, ""categories"": [{""alias"": ""breakfast_brunch"", ""title"": ""Breakfast & Brunch""}, {""alias"": ""bakeries"", ""title"": ""Bakeries""}, {""alias"": ""cakeshop"", ""title"": ""Patisserie/Cake Shop""}], ""rating"": 4.0, ""location"": {""address1"": ""577 Main St"", ""address2"": null, ""address3"": """", ""city"": ""Placerville"", ""zip_code"": ""95667"", ""country"": ""US"", ""state"": ""CA"", ""display_address"": [""577 Main St"", ""Placerville, CA 95667""], ""cross_streets"": """"}, ""coordinates"": {""latitude"": 38.729234, ""longitude"": -120.7968789}, ""photos"": [""https://s3-media2.fl.yelpcdn.com/bphoto/Kohy7XnSCDsz3EYZUtfFZg/o.jpg"", ""https://s3-media3.fl.yelpcdn.com/bphoto/eQYEuyKwLoEI9LGj-8nVsA/o.jpg"", ""https://s3-media2.fl.yelpcdn.com/bphoto/Br0AJ1_H087pFSoeZW90oA/o.jpg""], ""price"": ""$$"", ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""0700"", ""end"": ""1430"", ""day"": 0}, {""is_overnight"": false, ""start"": ""0700"", ""end"": ""1430"", ""day"": 1}, {""is_overnight"": false, ""start"": ""0700"", ""end"": ""1430"", ""day"": 2}, {""is_overnight"": false, ""start"": ""0700"", ""end"": ""1430"", ""day"": 3}, {""is_overnight"": false, ""start"": ""0700"", ""end"": ""1430"", ""day"": 4}, {""is_overnight"": false, ""start"": ""0700"", ""end"": ""1430"", ""day"": 5}, {""is_overnight"": false, ""start"": ""0700"", ""end"": ""1400"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": false}], ""transactions"": []}"
RS8wNQXMQ4K9XGr5ifkcvA,5,O’Neills Bar & Restaurant,"{""id"": ""FN-vhNo6xdV1D-QnhWVUIg"", ""alias"": ""o-neills-bar-and-restaurant-dublin-3"", ""name"": ""O'Neills Bar & Restaurant"", ""image_url"": ""https://s3-media3.fl.yelpcdn.com/bphoto/pP_GZL3e0Z4Bcssxvxg8Xw/o.jpg"", ""is_claimed"": true, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/o-neills-bar-and-restaurant-dublin-3?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+35316793656"", ""display_phone"": ""+353 1 679 3656"", ""review_count"": 283, ""categories"": [{""alias"": ""irish"", ""title"": ""Irish""}, {""alias"": ""pubs"", ""title"": ""Pubs""}], ""rating"": 3.5, ""location"": {""address1"": ""2 Suffolk Street"", ""address2"": null, ""address3"": null, ""city"": ""Dublin"", ""zip_code"": ""2"", ""country"": ""IE"", ""state"": ""D"", ""display_address"": [""2 Suffolk Street"", ""Dublin 2"", ""Republic of Ireland""], ""cross_streets"": """"}, ""coordinates"": {""latitude"": 53.3439, ""longitude"": -6.2606}, ""photos"": [""https://s3-media3.fl.yelpcdn.com/bphoto/pP_GZL3e0Z4Bcssxvxg8Xw/o.jpg"", ""https://s3-media1.fl.yelpcdn.com/bphoto/NR0h2dxlUXlBzqkbvY57ow/o.jpg"", ""https://s3-media3.fl.yelpcdn.com/bphoto/qjQDFTLqQfInt23vj9FO6A/o.jpg""], ""price"": ""\u20ac\u20ac"", ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""0800"", ""end"": ""2330"", ""day"": 0}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""2330"", ""day"": 1}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""2330"", ""day"": 2}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""2330"", ""day"": 3}, {""is_overnight"": true, ""start"": ""0800"", ""end"": ""0030"", ""day"": 4}, {""is_overnight"": true, ""start"": ""0930"", ""end"": ""0030"", ""day"": 5}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""2300"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}], ""transactions"": []}"
RS8wNQXMQ4K9XGr5ifkcvA,3,The Landmark,"{""id"": ""S0F6j5TrlR_F8r_8ztTuMA"", ""alias"": ""the-landmark-dublin"", ""name"": ""The Landmark"", ""image_url"": ""https://s3-media2.fl.yelpcdn.com/bphoto/qsflOCwvfbmFzcmeYX9vfg/o.jpg"", ""is_claimed"": false, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/the-landmark-dublin?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+35315379951"", ""display_phone"": ""+353 1 537 9951"", ""review_count"": 6, ""categories"": [{""alias"": ""irish_pubs"", ""title"": ""Irish Pub""}], ""rating"": 4.5, ""location"": {""address1"": ""40 Wexford St"", ""address2"": """", ""address3"": null, ""city"": ""Dublin"", ""zip_code"": ""D02 CH68"", ""country"": ""IE"", ""state"": ""D"", ""display_address"": [""40 Wexford St"", ""Dublin, D02 CH68"", ""Republic of Ireland""], ""cross_streets"": """"}, ""coordinates"": {""latitude"": 53.33741, ""longitude"": -6.26595}, ""photos"": [""https://s3-media2.fl.yelpcdn.com/bphoto/qsflOCwvfbmFzcmeYX9vfg/o.jpg"", ""https://s3-media2.fl.yelpcdn.com/bphoto/Bua_R4xzGGi5C1u8vpdpkQ/o.jpg"", ""https://s3-media3.fl.yelpcdn.com/bphoto/KTLiZW1kMX3ic1rp3LixbA/o.jpg""], ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""1200"", ""end"": ""2300"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1200"", ""end"": ""2300"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1200"", ""end"": ""2300"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1200"", ""end"": ""0000"", ""day"": 3}, {""is_overnight"": true, ""start"": ""1200"", ""end"": ""0030"", ""day"": 4}, {""is_overnight"": true, ""start"": ""1200"", ""end"": ""0030"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1200"", ""end"": ""2300"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}], ""transactions"": []}"
RS8wNQXMQ4K9XGr5ifkcvA,5,The Morning Fork,"{""id"": ""FunQltgRqLXy7eFqCjCECQ"", ""alias"": ""the-morning-fork-sacramento"", ""name"": ""The Morning Fork"", ""image_url"": ""https://s3-media3.fl.yelpcdn.com/bphoto/nSEIninLsSHOgDDfqDOSrQ/o.jpg"", ""is_claimed"": true, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/the-morning-fork-sacramento?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+19164766765"", ""display_phone"": ""(916) 476-6765"", ""review_count"": 844, ""categories"": [{""alias"": ""breakfast_brunch"", ""title"": ""Breakfast & Brunch""}, {""alias"": ""newamerican"", ""title"": ""American (New)""}, {""alias"": ""diners"", ""title"": ""Diners""}], ""rating"": 4.5, ""location"": {""address1"": ""1111 21st St"", ""address2"": """", ""address3"": null, ""city"": ""Sacramento"", ""zip_code"": ""95811"", ""country"": ""US"", ""state"": ""CA"", ""display_address"": [""1111 21st St"", ""Sacramento, CA 95811""], ""cross_streets"": """"}, ""coordinates"": {""latitude"": 38.57478, ""longitude"": -121.47896}, ""photos"": [""https://s3-media3.fl.yelpcdn.com/bphoto/nSEIninLsSHOgDDfqDOSrQ/o.jpg"", ""https://s3-media2.fl.yelpcdn.com/bphoto/8PjhXmsn6VjoIhL5Rud8jw/o.jpg"", ""https://s3-media3.fl.yelpcdn.com/bphoto/dlf_hrDe7Sxb9kB19n9CKA/o.jpg""], ""price"": ""$$"", ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""0800"", ""end"": ""1400"", ""day"": 0}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""1400"", ""day"": 1}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""1400"", ""day"": 2}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""1400"", ""day"": 3}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""1400"", ""day"": 4}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""1400"", ""day"": 5}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""1400"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": false}], ""transactions"": [""delivery""], ""special_hours"": [{""date"": ""2022-11-23"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-11-24"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-11-24"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-11-25"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-11-25"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-11-26"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-19"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-20"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-20"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-21"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-21"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-22"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-22"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-23"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-23"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-24"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-24"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-25"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-25"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-26"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-26"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}, {""date"": ""2022-12-27"", ""is_closed"": true, ""start"": null, ""end"": null, ""is_overnight"": null}]}"
RS8wNQXMQ4K9XGr5ifkcvA,5,Smith Flat House,"{""id"": ""YqQd0wP8sVl0-JkHmArfLw"", ""alias"": ""smith-flat-house-placerville"", ""name"": ""Smith Flat House"", ""image_url"": ""https://s3-media2.fl.yelpcdn.com/bphoto/m_BrcBenO_hEKwSBX8KTew/o.jpg"", ""is_claimed"": true, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/smith-flat-house-placerville?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+15306211003"", ""display_phone"": ""(530) 621-1003"", ""review_count"": 467, ""categories"": [{""alias"": ""venues"", ""title"": ""Venues & Event Spaces""}, {""alias"": ""tuscan"", ""title"": ""Tuscan""}, {""alias"": ""newamerican"", ""title"": ""American (New)""}], ""rating"": 4.5, ""location"": {""address1"": ""2021 Smith Flat Rd"", ""address2"": """", ""address3"": """", ""city"": ""Placerville"", ""zip_code"": ""95667"", ""country"": ""US"", ""state"": ""CA"", ""display_address"": [""2021 Smith Flat Rd"", ""Placerville, CA 95667""], ""cross_streets"": """"}, ""coordinates"": {""latitude"": 38.7335038, ""longitude"": -120.7538822}, ""photos"": [""https://s3-media2.fl.yelpcdn.com/bphoto/m_BrcBenO_hEKwSBX8KTew/o.jpg"", ""https://s3-media1.fl.yelpcdn.com/bphoto/dP8qjZsCZl_i4OF5Yt5Hyg/o.jpg"", ""https://s3-media3.fl.yelpcdn.com/bphoto/1mhUENCBm6OSw8VMOsPwCg/o.jpg""], ""price"": ""$$"", ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""1100"", ""end"": ""1500"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1500"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1500"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1500"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1500"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1600"", ""end"": ""2100"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1500"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1600"", ""end"": ""2100"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1000"", ""end"": ""1500"", ""day"": 6}, {""is_overnight"": false, ""start"": ""1600"", ""end"": ""2100"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": false}], ""transactions"": []}"
RS8wNQXMQ4K9XGr5ifkcvA,5,Chicha Peruvian Kitchen,"{""id"": ""rgDhXsKdnH8dAe7NBPyMrw"", ""alias"": ""chicha-peruvian-kitchen-roseville"", ""name"": ""Chicha Peruvian Kitchen"", ""image_url"": ""https://s3-media3.fl.yelpcdn.com/bphoto/4NXv7qnSvUZ-i6qw8lACnQ/o.jpg"", ""is_claimed"": true, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/chicha-peruvian-kitchen-roseville?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+19166667998"", ""display_phone"": ""(916) 666-7998"", ""review_count"": 133, ""categories"": [{""alias"": ""cafes"", ""title"": ""Cafes""}, {""alias"": ""peruvian"", ""title"": ""Peruvian""}, {""alias"": ""seafood"", ""title"": ""Seafood""}], ""rating"": 4.5, ""location"": {""address1"": ""1079 Sunrise Ave"", ""address2"": ""Ste O"", ""address3"": null, ""city"": ""Roseville"", ""zip_code"": ""95661"", ""country"": ""US"", ""state"": ""CA"", ""display_address"": [""1079 Sunrise Ave"", ""Ste O"", ""Roseville, CA 95661""], ""cross_streets"": """"}, ""coordinates"": {""latitude"": 38.72746621680049, ""longitude"": -121.2707833076199}, ""photos"": [""https://s3-media3.fl.yelpcdn.com/bphoto/4NXv7qnSvUZ-i6qw8lACnQ/o.jpg"", ""https://s3-media2.fl.yelpcdn.com/bphoto/50A6O5XXyNkrzhaLlL4Uaw/o.jpg"", ""https://s3-media4.fl.yelpcdn.com/bphoto/FiMgjUywrSbUbNjLJNCIqA/o.jpg""], ""price"": ""$$"", ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""1100"", ""end"": ""2030"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2030"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2030"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2030"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 4}, {""is_overnight"": false, ""start"": ""0900"", ""end"": ""2200"", ""day"": 5}, {""is_overnight"": false, ""start"": ""0900"", ""end"": ""2030"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": false}], ""transactions"": [""restaurant_reservation""], ""messaging"": {""url"": ""https://www.yelp.com/raq/rgDhXsKdnH8dAe7NBPyMrw?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw#popup%3Araq"", ""use_case_text"": ""Message the Business""}}"
RS8wNQXMQ4K9XGr5ifkcvA,5,Kipu Ranch Adventures,"{""id"": ""BzeWPrc-DP4G1Q_BFqbexg"", ""alias"": ""kipu-ranch-adventures-lihue"", ""name"": ""Kipu Ranch Adventures"", ""image_url"": ""https://s3-media1.fl.yelpcdn.com/bphoto/kcwvQ07wTGrBKPVrQvpGUw/o.jpg"", ""is_claimed"": true, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/kipu-ranch-adventures-lihue?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+18082469288"", ""display_phone"": ""(808) 246-9288"", ""review_count"": 1342, ""categories"": [{""alias"": ""tours"", ""title"": ""Tours""}, {""alias"": ""atvrentals"", ""title"": ""ATV Rentals/Tours""}], ""rating"": 5.0, ""location"": {""address1"": ""235 Kipu Rd"", ""address2"": """", ""address3"": """", ""city"": ""Lihue"", ""zip_code"": ""96766"", ""country"": ""US"", ""state"": ""HI"", ""display_address"": [""235 Kipu Rd"", ""Lihue, HI 96766""], ""cross_streets"": """"}, ""coordinates"": {""latitude"": 21.950443, ""longitude"": -159.42142}, ""photos"": [""https://s3-media1.fl.yelpcdn.com/bphoto/kcwvQ07wTGrBKPVrQvpGUw/o.jpg"", ""https://s3-media3.fl.yelpcdn.com/bphoto/h_-mUAahZ9uR_H3FxFRGFA/o.jpg"", ""https://s3-media4.fl.yelpcdn.com/bphoto/AD_1sr12Q9bo1TTGjCCMIg/o.jpg""], ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""0630"", ""end"": ""1800"", ""day"": 0}, {""is_overnight"": false, ""start"": ""0630"", ""end"": ""1800"", ""day"": 1}, {""is_overnight"": false, ""start"": ""0630"", ""end"": ""1800"", ""day"": 2}, {""is_overnight"": false, ""start"": ""0630"", ""end"": ""1800"", ""day"": 3}, {""is_overnight"": false, ""start"": ""0630"", ""end"": ""1800"", ""day"": 4}, {""is_overnight"": false, ""start"": ""0630"", ""end"": ""1800"", ""day"": 5}, {""is_overnight"": false, ""start"": ""0630"", ""end"": ""1800"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": false}], ""transactions"": []}"
RS8wNQXMQ4K9XGr5ifkcvA,5,Kauai Sushi Station,"{""id"": ""qUQa-dthWrwzN18PSKS9VQ"", ""alias"": ""kauai-sushi-station-lihue"", ""name"": ""Kauai Sushi Station"", ""image_url"": ""https://s3-media3.fl.yelpcdn.com/bphoto/DYA4I-Ec--4DjXrRheFfEA/o.jpg"", ""is_claimed"": true, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/kauai-sushi-station-lihue?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+18083200220"", ""display_phone"": ""(808) 320-0220"", ""review_count"": 262, ""categories"": [{""alias"": ""foodtrucks"", ""title"": ""Food Trucks""}, {""alias"": ""japanese"", ""title"": ""Japanese""}, {""alias"": ""sushi"", ""title"": ""Sushi Bars""}], ""rating"": 5.0, ""location"": {""address1"": ""2403 Ulu Maika St"", ""address2"": """", ""address3"": null, ""city"": ""Lihue"", ""zip_code"": ""96766"", ""country"": ""US"", ""state"": ""HI"", ""display_address"": [""2403 Ulu Maika St"", ""Lihue, HI 96766""], ""cross_streets"": """"}, ""coordinates"": {""latitude"": 21.9678, ""longitude"": -159.38376}, ""photos"": [""https://s3-media3.fl.yelpcdn.com/bphoto/DYA4I-Ec--4DjXrRheFfEA/o.jpg"", ""https://s3-media2.fl.yelpcdn.com/bphoto/0dEyBypEkd-9oDUEyImnbw/o.jpg"", ""https://s3-media1.fl.yelpcdn.com/bphoto/3VL3lrCNUCjEnZe0HsiV4Q/o.jpg""], ""price"": ""$$"", ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""1030"", ""end"": ""1930"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1030"", ""end"": ""1930"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1030"", ""end"": ""1930"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1030"", ""end"": ""1930"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1030"", ""end"": ""1930"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1030"", ""end"": ""1930"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": false}], ""transactions"": []}"
RS8wNQXMQ4K9XGr5ifkcvA,5,The Fly Trap,"{""id"": ""MYl6xxo93hNfy8bR0X9yPw"", ""alias"": ""the-fly-trap-san-francisco"", ""name"": ""The Fly Trap"", ""image_url"": ""https://s3-media3.fl.yelpcdn.com/bphoto/JOnRrOo5Q7uSvF-efuzQAw/o.jpg"", ""is_claimed"": true, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/the-fly-trap-san-francisco?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+14152430580"", ""display_phone"": ""(415) 243-0580"", ""review_count"": 1093, ""categories"": [{""alias"": ""bars"", ""title"": ""Bars""}, {""alias"": ""newamerican"", ""title"": ""American (New)""}], ""rating"": 4.0, ""location"": {""address1"": ""606 Folsom St"", ""address2"": """", ""address3"": """", ""city"": ""San Francisco"", ""zip_code"": ""94107"", ""country"": ""US"", ""state"": ""CA"", ""display_address"": [""606 Folsom St"", ""San Francisco, CA 94107""], ""cross_streets"": ""Hawthorne St & 2nd St""}, ""coordinates"": {""latitude"": 37.78535, ""longitude"": -122.397074}, ""photos"": [""https://s3-media3.fl.yelpcdn.com/bphoto/JOnRrOo5Q7uSvF-efuzQAw/o.jpg"", ""https://s3-media3.fl.yelpcdn.com/bphoto/0WzcaIDaYeeXNX2cPZHVPw/o.jpg"", ""https://s3-media2.fl.yelpcdn.com/bphoto/0Sdx0qzcHgsNIpD0uEGiJw/o.jpg""], ""price"": ""$$"", ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""1500"", ""end"": ""2200"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1500"", ""end"": ""2200"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1500"", ""end"": ""2200"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1500"", ""end"": ""2200"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1500"", ""end"": ""2200"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1600"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": false}], ""transactions"": [""pickup""]}"
RS8wNQXMQ4K9XGr5ifkcvA,5,The Village Bakery - CLOSED,"{""id"": ""-QuwQUBcEi_xydOoT3HXwQ"", ""alias"": ""village-bakery-santa-rosa-2"", ""name"": ""Village Bakery"", ""image_url"": ""https://s3-media1.fl.yelpcdn.com/bphoto/nGVkNouJeXzsf8Au8vrrVw/o.jpg"", ""is_claimed"": true, ""is_closed"": false, ""url"": ""https://www.yelp.com/biz/village-bakery-santa-rosa-2?adjust_creative=dwZBxknnzyw5euft9pMKyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=dwZBxknnzyw5euft9pMKyw"", ""phone"": ""+17078298101"", ""display_phone"": ""(707) 829-8101"", ""review_count"": 23, ""categories"": [{""alias"": ""bakeries"", ""title"": ""Bakeries""}, {""alias"": ""desserts"", ""title"": ""Desserts""}, {""alias"": ""customcakes"", ""title"": ""Custom Cakes""}], ""rating"": 4.0, ""location"": {""address1"": ""3851 Sebastopol Rd"", ""address2"": ""Ste 109"", ""address3"": null, ""city"": ""Santa Rosa"", ""zip_code"": ""95407"", ""country"": ""US"", ""state"": ""CA"", ""display_address"": [""3851 Sebastopol Rd"", ""Ste 109"", ""Santa Rosa, CA 95407""], ""cross_streets"": """"}, ""coordinates"": {""latitude"": 38.425463, ""longitude"": -122.76308}, ""photos"": [""https://s3-media1.fl.yelpcdn.com/bphoto/nGVkNouJeXzsf8Au8vrrVw/o.jpg"", ""https://s3-media2.fl.yelpcdn.com/bphoto/SUM_8dZRlJl-ol9naXKjoQ/o.jpg"", ""https://s3-media1.fl.yelpcdn.com/bphoto/5J1bRD4PVSzPxtPdfpDOqw/o.jpg""], ""hours"": [{""open"": [{""is_overnight"": false, ""start"": ""0730"", ""end"": ""1500"", ""day"": 0}, {""is_overnight"": false, ""start"": ""0730"", ""end"": ""1500"", ""day"": 1}, {""is_overnight"": false, ""start"": ""0730"", ""end"": ""1630"", ""day"": 2}, {""is_overnight"": false, ""start"": ""0730"", ""end"": ""1630"", ""day"": 3}, {""is_overnight"": false, ""start"": ""0730"", ""end"": ""1630"", ""day"": 4}, {""is_overnight"": false, ""start"": ""0730"", ""end"": ""1630"", ""day"": 5}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""1600"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": false}], ""transactions"": []}"
